Picture ID;Category;Description;WordNet_1;WordNet_2;WordNet_3;WordNet_4;WordNet_5;WordNet_6;WordNet_7
Faces_083_h;Faces;child;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";"{01157345} <verb.consumption> eat#1 -- (take in solid food; ""She was eating a banana""; ""What did you eat for dinner last night?"")";;;;;
Faces_084_v;Faces;woman and a child;"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";;;;;
Faces_085_h;Faces;baby;"{09682781} <noun.person> baby#1, babe#1, infant#1 -- (a very young child (birth to 1 year) who has not yet begun to walk or talk; ""isn't she too young to have a baby?"")";;;;;;
Faces_086_v;Faces;baby;"{09682781} <noun.person> baby#1, babe#1, infant#1 -- (a very young child (birth to 1 year) who has not yet begun to walk or talk; ""isn't she too young to have a baby?"")";;;;;;
Faces_087_h;Faces;girl;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;;
Faces_088_v;Faces;children playing;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";"{02395028} <verb.social> play3#5 -- (be at play; be engaged in playful activity; amuse oneself in a way characteristic of children; ""The kids were playing outside all day""; ""I used to play with trucks as a little girl"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;
Faces_089_h;Faces;mother and child;"{10178093} <noun.person> mother#1, female parent#1 -- (a woman who has given birth to a child (also used as a term of address to your mother); ""the mother of three children"")";"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";;;;;
Faces_090_v;Faces;children smiling;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;;
Faces_091_v;Faces;parents with a child;"{10244202} <noun.person> parent#1 -- (a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian)";"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;
Faces_092_h;Faces;family on the beach;"{07968033} <noun.group> family2#1, household#1, house5#4, home#7, menage#1 -- (a social unit living together; ""he moved his family to Virginia""; ""It was a good Christian household""; ""I waited until the whole house was asleep""; ""the teacher asked how many people made up his home"")";{09085057} <noun.object> beach#1 -- (an area of sand sloping down to the water of a sea or lake);;;;;
Faces_093_v;Faces;man and a girl;"{10133569} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";"{10133569} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{03748597} <noun.artifact> motorcycle#1, bike2#1 -- (a motor vehicle with two wheels and a strong frame);;;
Faces_094_h;Faces;woman and a girl;"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";{07524474} <noun.food> cake#3 -- (made from or based on a mixture of flour and sugar and eggs);;;;
Faces_095_h;Faces;girl eating;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";"{01157345} <verb.consumption> eat#1 -- (take in solid food; ""She was eating a banana""; ""What did you eat for dinner last night?"")";;;;;
Faces_096_h;Faces;boy smiling;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;;
Faces_097_v;Faces;boy smiling;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;;
Faces_098_h;Faces;girl;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";{07510835} <noun.food> ice cream#1, icecream#1 -- (frozen dessert containing cream and sugar and flavoring);;;;;
Faces_099_h;Faces;boy;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";"{02395028} <verb.social> play3#5 -- (be at play; be engaged in playful activity; amuse oneself in a way characteristic of children; ""The kids were playing outside all day""; ""I used to play with trucks as a little girl"")";;;;;
Faces_100_h;Faces;boys smiling;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;;
Faces_101_h;Faces;children;"{09771976} <noun.person> child1#2, kid1#4 -- (a human offspring (son or daughter) of any age; ""they had three children""; ""they were able to send their kids to college"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;;
Faces_102_h;Faces;boy;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";{10394963} <noun.person> saunterer#1, stroller#1, ambler#1 -- (someone who walks at a leisurely pace);;;;;
Faces_103_h;Faces;men smiling;"{10133569} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;;
Faces_104_h;Faces;girl smiling;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;;
Faces_105_h;Faces;boy playing;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";"{01062243} <verb.competition> play#1 -- (participate in games or sport; ""We played hockey all afternoon""; ""play cards""; ""Pele played for the Brazilian teams in many important matches"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;
Faces_106_h;Faces;man and a girl smiling;"{10133569} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;
Faces_107_h;Faces;man and a boy smiling;"{10133569} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";;;;
Faces_108_h;Faces;children in swimming pool;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";"{04319445} <noun.artifact> swimming pool#1, swimming bath#1, natatorium#1 -- (pool that provides a facility for swimming; ""`swimming bath' is a British term"")";"{02395028} <verb.social> play3#5 -- (be at play; be engaged in playful activity; amuse oneself in a way characteristic of children; ""The kids were playing outside all day""; ""I used to play with trucks as a little girl"")";;;;
Faces_109_v;Faces;child smiling;"{09771320} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngsters"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);{15050868} <noun.time> birthday#1 -- (an anniversary of the day on which a person was born (or the celebration of it));;;;
Faces_110_h;Faces;girls smiling;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;;
Faces_111_h;Faces;girl;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;;
Faces_112_h;Faces;girls;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;;
Faces_113_h;Faces;boy playing;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";"{02395028} <verb.social> play3#5 -- (be at play; be engaged in playful activity; amuse oneself in a way characteristic of children; ""The kids were playing outside all day""; ""I used to play with trucks as a little girl"")";"{01912958} <verb.motion> drive1#1 -- (operate or control a vehicle; ""drive a car or bus""; ""Can you drive this four-wheel truck?"")";;;;
Faces_114_h;Faces;baby;"{09682781} <noun.person> baby#1, babe#1, infant#1 -- (a very young child (birth to 1 year) who has not yet begun to walk or talk; ""isn't she too young to have a baby?"")";"{09682781} <noun.person> baby#1, babe#1, infant#1 -- (a very young child (birth to 1 year) who has not yet begun to walk or talk; ""isn't she too young to have a baby?"")";;;;;
Faces_115_h;Faces;boy smiling;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;;
Faces_116_h;Faces;girl smiling;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;;
Faces_117_h;Faces;boys smiling;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;;
Faces_118_h;Faces;children playing;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";"{02395028} <verb.social> play3#5 -- (be at play; be engaged in playful activity; amuse oneself in a way characteristic of children; ""The kids were playing outside all day""; ""I used to play with trucks as a little girl"")";;;;;
Faces_119_v;Faces;girl;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";;;;;;
Faces_120_h;Faces;boy smiling;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;;
Faces_121_h;Faces;mother and child;"{10178093} <noun.person> mother#1, female parent#1 -- (a woman who has given birth to a child (also used as a term of address to your mother); ""the mother of three children"")";"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";;;;;
Faces_122_h;Faces;girl playing;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";"{02395028} <verb.social> play3#5 -- (be at play; be engaged in playful activity; amuse oneself in a way characteristic of children; ""The kids were playing outside all day""; ""I used to play with trucks as a little girl"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;
Faces_123_h;Faces;boy playing;"{10131706} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";"{02395028} <verb.social> play3#5 -- (be at play; be engaged in playful activity; amuse oneself in a way characteristic of children; ""The kids were playing outside all day""; ""I used to play with trucks as a little girl"")";{14821424} <noun.substance> sand#1 -- (a loose material consisting of grains of rock or coral);;;;
Faces_124_h;Faces;girls playing;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";"{02395028} <verb.social> play3#5 -- (be at play; be engaged in playful activity; amuse oneself in a way characteristic of children; ""The kids were playing outside all day""; ""I used to play with trucks as a little girl"")";{14821424} <noun.substance> sand#1 -- (a loose material consisting of grains of rock or coral);;;;
Faces_125_h;Faces;girl;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";{04102246} <noun.artifact> scooter#2 -- (child's two-wheeled vehicle operated by foot);;;;;
Faces_126_h;Faces;girl;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";{12965125} <noun.plant> fruit#1 -- (the ripened reproductive body of a seed plant);;;;;
Faces_127_h;Faces;girls smiling;"{09934281} <noun.person> female child#1, girl2#2, little girl#1 -- (a youthful female person; ""the baby was a girl""; ""the girls were just learning to ride a tricycle"")";{00028498} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);;;;;
